fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
2015-05-28,250532,N,ES,H,46,2001-06-01,0,170,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,220750.35,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,332664,N,ES,V,91,2002-02-20,0,161,1,NaN,1,A,S,N,NaN,KFC,N,1,29,MALAGA,1,33680.64,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,92690,N,ES,H,46,1998-04-15,0,207,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,40902.69,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,104661,N,ES,H,64,1998-09-03,0,203,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,194023.35,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2015-05-28,22629,N,ES,H,70,1995-09-19,0,238,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,219973.71,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-05-28,174671,N,ES,V,43,2000-05-03,0,183,1,NaN,1,A,S,N,NaN,KFC,N,1,6,BADAJOZ,1,76623.54,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,652390,N,ES,H,58,2006-10-29,0,105,1,NaN,1,I,S,S,NaN,KFC,N,1,7,"BALEARS, ILLES",0,185912.46,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,642909,N,ES,V,47,2006-09-21,0,106,1,NaN,1,I,S,N,NaN,KAT,N,1,36,PONTEVEDRA,1,105644.73,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-05-28,665363,N,ES,V,49,2007-01-12,0,102,1,NaN,1,A,S,N,NaN,KAT,N,1,21,HUELVA,1,75496.68,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-05-28,661973,N,ES,V,41,2006-12-09,0,103,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,0,92759.01,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,853105,N,ES,V,33,2009-10-01,0,69,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,209857.41,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,827571,N,ES,H,37,2009-01-21,0,78,1,NaN,1,I,S,S,NaN,KFC,N,1,50,ZARAGOZA,0,105515.49,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,887659,N,ES,H,68,2010-08-03,0,59,1,NaN,1,I,S,N,NaN,KFC,N,1,41,SEVILLA,0,90500.22,02 - PARTICULARES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,762167,N,ES,V,27,2008-04-18,0,87,1,NaN,1,A,S,N,NaN,KFC,N,1,41,SEVILLA,1,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,776520,N,ES,H,68,2008-07-01,0,85,1,NaN,1,I,S,N,NaN,KFC,N,1,23,JAEN,0,69146.49,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,467604,N,ES,H,36,2004-04-06,0,135,1,NaN,1,A,S,N,NaN,KFC,N,1,30,MURCIA,1,113998.89,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,443561,N,ES,V,53,2003-11-06,0,140,1,NaN,1,I,S,S,NaN,KAA,N,1,8,BARCELONA,0,367883.64,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,596259,N,ES,V,36,2006-02-09,0,113,1,NaN,1,I,S,N,NaN,KAT,N,1,36,PONTEVEDRA,0,117930.9,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,579639,N,ES,H,52,2005-11-15,0,116,1,NaN,1,A,S,N,NaN,KBH,N,1,28,MADRID,0,74709.51,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,627675,N,ES,H,49,2006-07-16,0,30,1,NaN,1,I,S,N,NaN,KAT,N,1,28,MADRID,0,160876.38,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,15889,F,ES,V,56,1995-01-16,0,245,1,NaN,1,A,S,N,N,KAT,N,1,28,MADRID,1,326124.9,01 - TOP,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2015-06-28,1058877,N,ES,V,28,2012-09-12,0,34,1,NaN,1,I,S,N,NaN,KHE,N,1,18,GRANADA,0,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1075643,N,ES,H,27,2012-10-05,0,33,1,NaN,1,I,S,N,NaN,KHE,N,1,24,LEON,0,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1035124,N,ES,H,23,2012-07-30,0,36,1,NaN,1,I,S,N,NaN,KHE,N,1,18,GRANADA,0,69817.95,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1042377,N,ES,H,24,2012-08-03,0,35,1,NaN,1,A,S,N,NaN,KHE,N,1,15,"CORU?A, A",1,35826.12,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1127438,N,ES,H,42,2013-04-10,0,27,1,NaN,1,A,S,N,NaN,KAT,N,1,38,SANTA CRUZ DE TENERIFE,1,145956.93,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1109090,N,ES,H,30,2012-12-03,0,31,1,NaN,1,A,S,S,NaN,KFC,N,1,28,MADRID,1,63038.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1145761,N,ES,V,22,2013-07-23,0,24,1,NaN,1,I,S,N,NaN,KHE,N,1,8,BARCELONA,0,254899.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1146635,N,ES,H,30,2013-07-24,0,24,1,NaN,1,I,S,S,NaN,KHE,N,1,16,CUENCA,0,40971.12,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1097065,N,ES,V,29,2012-11-07,0,32,1,NaN,1,I,S,N,NaN,KHE,N,1,11,CADIZ,0,83157,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,941936,N,ES,V,27,2011-09-13,0,46,1,NaN,1,I,S,N,NaN,KHE,N,1,41,SEVILLA,0,43167.06,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,961898,N,ES,V,25,2011-10-14,0,45,1,NaN,1,A,S,N,NaN,KHE,N,1,14,CORDOBA,1,81206.73,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,930564,N,ES,H,24,2011-08-09,0,47,1,NaN,1,I,S,N,NaN,KHE,N,1,8,BARCELONA,0,126364.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1003862,N,ES,V,34,2012-02-01,0,41,1,NaN,1,A,S,N,NaN,KFC,N,1,8,BARCELONA,1,304789.38,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015-06-28,991741,N,ES,H,23,2011-12-09,0,43,1,NaN,1,I,S,N,NaN,KHE,N,1,11,CADIZ,0,52777.17,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,975999,N,ES,V,24,2011-11-09,0,44,1,NaN,1,I,S,N,NaN,KHE,N,1,11,CADIZ,0,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,973590,N,ES,H,53,2011-11-04,0,44,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,128870.28,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,964588,N,ES,H,27,2011-10-18,0,45,1,NaN,1,I,S,N,NaN,KHE,N,1,33,ASTURIAS,0,130508.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,986302,N,ES,V,24,2011-11-28,0,44,1,NaN,1,I,S,N,NaN,KHE,N,1,46,VALENCIA,0,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,976551,N,ES,V,23,2011-11-10,0,44,1,NaN,1,I,S,N,NaN,KHE,N,1,41,SEVILLA,0,239357.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1309671,N,ES,V,23,2014-09-17,0,10,1,NaN,1,I,S,N,NaN,KHE,N,1,34,PALENCIA,0,97053.51,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1326582,N,ES,H,21,2014-10-07,0,9,1,NaN,1,A,S,N,NaN,KHE,N,1,30,MURCIA,0,47182.23,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1298751,N,ES,H,47,2014-08-25,0,11,1,NaN,1,A,S,N,NaN,KFC,N,1,36,PONTEVEDRA,1,97885.38,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1400320,N,ES,H,39,2015-06-03,1,0,99,2015-07-01,1,A,S,N,NaN,NaN,N,1,15,"CORU?A, A",0,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1328905,N,ES,H,20,2014-10-09,0,9,1,NaN,1,I,S,N,NaN,KHE,N,1,18,GRANADA,0,70422.72,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1177165,N,ES,H,23,2013-09-17,0,22,1,NaN,1,I,S,N,NaN,KHE,N,1,29,MALAGA,0,100401.24,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1194089,N,ES,H,21,2013-10-10,0,21,1,NaN,1,A,S,N,NaN,KHE,N,1,49,ZAMORA,1,65207.88,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1197259,N,ES,H,24,2013-10-14,0,21,1,NaN,1,I,S,N,NaN,KHE,N,1,8,BARCELONA,1,73264.8,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1191904,N,ES,H,28,2013-10-07,0,21,1,NaN,1,I,S,N,NaN,KHE,N,1,46,VALENCIA,1,120615.57,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1238576,N,ES,V,44,2014-01-16,0,18,1,NaN,1,A,S,N,NaN,KBG,N,1,28,MADRID,1,130767.63,01 - TOP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015-06-28,1267256,N,ES,H,32,2014-07-04,0,12,1,NaN,1,A,S,N,NaN,KAT,N,1,23,JAEN,1,76310.79,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-28,1271364,N,ES,H,21,2014-07-18,0,12,1,NaN,1,I,S,N,NaN,KHE,N,1,41,SEVILLA,0,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1209312,N,ES,H,25,2013-10-28,0,21,1,NaN,1,I,S,N,NaN,KHE,N,1,41,SEVILLA,0,105375.33,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,1216176,N,ES,H,41,2013-11-07,0,20,1,NaN,1,A,S,N,NaN,KHE,N,1,29,MALAGA,1,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,289041,N,ES,H,57,2001-10-31,0,165,1,NaN,1,A,S,N,NaN,KFC,N,1,33,ASTURIAS,1,45006.21,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,286131,N,ES,V,61,2001-10-25,0,165,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,275019.69,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,222002,N,ES,H,81,2001-02-12,0,173,1,NaN,1,I,S,N,NaN,KFA,N,1,28,MADRID,0,812405.46,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,385153,N,ES,H,69,2002-10-10,0,153,1,NaN,1,I,S,N,NaN,KAA,N,1,8,BARCELONA,0,165615.42,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,397664,N,ES,V,50,2002-12-24,0,151,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,0,201893.52,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,73687,N,ES,V,48,1997-10-14,0,213,1,NaN,1,A,S,N,NaN,KAT,N,1,8,BARCELONA,1,169809.93,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-06-28,82164,N,ES,H,38,1998-05-18,0,206,1,NaN,1,I,S,N,NaN,KAT,N,1,41,SEVILLA,0,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,97573,N,ES,V,41,1998-05-26,0,206,1,NaN,1,I,S,N,NaN,KAT,N,1,28,MADRID,0,274459.5,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,25559,N,ES,H,42,1995-10-26,0,237,1,NaN,1,I,S,N,NaN,KAT,N,1,8,BARCELONA,0,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,23148,N,ES,V,49,1995-09-27,0,238,1,NaN,1,A,S,N,NaN,KAT,N,1,8,BARCELONA,1,143271.63,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-28,62911,N,ES,V,67,1997-06-03,0,218,1,NaN,1,A,S,N,NaN,KAT,N,1,41,SEVILLA,0,202953.33,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,196430,N,ES,V,40,2000-10-03,0,177,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,0,116537.4,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,155046,N,ES,H,56,2005-05-27,0,187,1,NaN,1,I,S,N,NaN,KAT,N,1,50,ZARAGOZA,0,93880.74,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,145431,N,ES,V,46,1999-10-13,0,189,1,NaN,1,A,S,N,NaN,KFC,N,1,4,ALMERIA,1,71363.7,01 - TOP,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-28,144811,N,ES,V,41,1999-10-06,0,189,1,NaN,1,I,S,N,NaN,KAT,N,1,46,VALENCIA,0,NaN,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,146929,N,ES,H,46,1999-10-21,0,189,1,NaN,1,A,S,N,NaN,KAT,N,1,30,MURCIA,1,NaN,01 - TOP,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
2015-06-28,682330,N,ES,H,61,2013-06-03,0,25,1,NaN,1,A,S,N,NaN,KFA,N,1,28,MADRID,1,153910.5,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,662015,N,ES,H,68,2006-12-09,0,103,1,NaN,1,A,S,N,NaN,KFC,N,1,36,PONTEVEDRA,1,115114.53,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,881085,NaN,NaN,NaN,NA,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,0
2015-06-28,863722,N,ES,V,67,2010-02-01,0,30,1,NaN,1,A,S,N,NaN,KAT,N,1,29,MALAGA,1,298650.21,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,782671,N,ES,V,41,2008-08-03,0,83,1,NaN,1,I,S,N,NaN,KFC,N,1,35,"PALMAS, LAS",0,70574.7,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,801282,N,ES,H,47,2008-10-08,0,81,1,NaN,1,A,S,N,NaN,KFA,N,1,28,MADRID,1,149806.23,02 - PARTICULARES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,811199,N,ES,V,39,2008-09-24,0,81,1,NaN,1,A,S,S,NaN,KAB,N,1,50,ZARAGOZA,1,61456.32,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2015-06-28,476072,N,ES,V,80,2004-09-17,0,130,1,NaN,1,I,S,N,NaN,KAT,N,1,41,SEVILLA,0,122252.28,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,509349,N,ES,H,42,2004-12-31,0,127,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,121568.55,02 - PARTICULARES,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-28,491836,N,ES,H,36,2004-09-20,0,108,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,1,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,442275,N,ES,H,49,2003-10-29,0,141,1,NaN,1,A,S,N,NaN,KEY,N,1,50,ZARAGOZA,1,159766.68,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-28,420591,N,ES,H,37,2003-05-26,0,146,1,NaN,1,A,S,N,NaN,KBZ,N,1,28,MADRID,1,113173.08,02 - PARTICULARES,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-06-28,427684,N,ES,V,64,2003-07-16,0,144,1,NaN,1,I,S,N,NaN,KAT,N,1,14,CORDOBA,0,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,631231,N,ES,V,39,2006-08-03,0,107,1,NaN,1,I,S,N,NaN,KFC,N,1,47,VALLADOLID,0,109737.78,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,553508,N,ES,V,34,2005-09-01,0,119,1,NaN,1,A,S,N,NaN,KFC,N,1,43,TARRAGONA,1,93104.25,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2015-07-28,646274,N,ES,H,65,2006-10-06,0,105,1,NaN,1,I,S,N,NaN,KAE,N,1,8,BARCELONA,0,91223.55,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,624273,N,ES,V,42,2006-06-28,0,109,1,NaN,1,A,S,N,NaN,KAT,N,1,28,MADRID,1,79351.02,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,629171,N,ES,V,45,2006-07-24,0,108,1,NaN,1,I,S,N,NaN,KFC,N,1,49,ZAMORA,0,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,614316,N,ES,V,50,2006-05-18,0,110,1,NaN,1,A,S,N,NaN,KBF,N,1,28,MADRID,1,170428.5,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,702350,N,ES,V,41,2007-07-10,0,96,1,NaN,1,I,S,N,NaN,KAW,N,1,28,MADRID,0,81299.01,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,668344,N,ES,V,64,2007-01-13,0,102,1,NaN,1,I,S,N,NaN,KAT,N,1,28,MADRID,0,NaN,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,690599,N,ES,V,74,2007-05-11,0,98,1,NaN,1,A,S,N,NaN,KFC,N,1,8,BARCELONA,1,101994.03,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,512074,N,ES,H,69,2005-01-17,0,126,1,NaN,1,A,S,N,NaN,KFA,N,1,28,MADRID,1,217376.61,01 - TOP,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2015-07-28,577205,N,ES,H,42,2005-11-05,0,40,1,NaN,1,I,S,N,NaN,KAT,N,1,15,"CORU?A, A",0,103515.93,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-28,592692,N,ES,H,78,2014-02-19,0,114,1,NaN,1,A,S,N,NaN,KFC,N,1,28,MADRID,0,137807.55,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,597189,N,ES,V,37,2006-02-14,0,113,1,NaN,1,A,S,N,NaN,KEJ,N,1,28,MADRID,1,180674.16,02 - PARTICULARES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-07-28,597153,N,ES,H,35,2006-02-14,0,113,1,NaN,1,I,S,N,NaN,KFC,N,1,28,MADRID,0,99678.39,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,888513,N,ES,V,54,2010-08-12,0,59,1,NaN,1,I,S,N,NaN,KFC,N,1,29,MALAGA,0,112948.74,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,951013,N,ES,V,26,2011-09-29,0,46,1,NaN,1,I,S,N,NaN,KHE,N,1,50,ZARAGOZA,0,123906.42,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,927212,N,ES,V,24,2011-08-03,0,47,1,NaN,1,A,S,N,NaN,KHE,N,1,15,"CORU?A, A",1,NaN,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,767846,N,ES,V,36,2008-05-16,0,86,1,NaN,1,I,S,N,NaN,KAT,N,1,41,SEVILLA,0,57966.81,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,746670,N,ES,H,68,2008-02-07,0,89,1,NaN,1,I,S,N,NaN,KAW,N,1,28,MADRID,0,66089.97,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
